"Sample","20230511_IARPA_ST_TCX_TL_ALL_028_sample 010","20230511_IARPA_ST_TCX_TL_ALL_069_sample 039","20230511_IARPA_ST_TCX_TL_ALL_122_sample 076","20230511_IARPA_ST_TCX_TL_ALL_048_sample 022","20230511_IARPA_ST_TCX_TL_ALL_051_sample 025","20230511_IARPA_ST_TCX_TL_ALL_078_sample 044"
,"1. d1_sham","1. d1_sham","1. d1_sham","2. Pre_sham","2. Pre_sham","2. Pre_sham"
"a1","2.95648293","0.939620098","1.033882568","0.781693889","2.085624712","1.031878815"
"a2","2.210016134","1.28275651","0.702384632","0.873994733","1.36649423","0.8827778"
"a3","3.199880704","1.488030701","0.838508747","1.829097581","2.101791289","1.511142908"
"a4","2.98003036","1.198886638","0.693600688","0.902633624","1.954148212","1.482770352"
"a5","1.197051257","1.304867036","0.645357741","0.639647383","1.237648403","1.025454529"
"a6","3.073569399","0.653909512","0.713069494","0.82732183","1.22495702","0.075520019"
"a7","5.381762052","1.199354657","0.296061023","0.482845284","1.218159565","0.724050247"
"a8","2.034997735","1.074112476","0.133460364","0.924452693","1.366632617","0.818348877"
"a9","2.527050885","1.334483294","0.421199465","0.860214113","1.637006826","1.028542199"
"a10","2.828138245","1.116251315","0.802975222","1.096667105","1.349836587","0.766268612"
"a11","2.3935652","1.273581546","0.620492091","1.430504955","1.853354104","1.277556796"
"a12","6.299107908","0.483855962","0.283474679","0.631051557","0.360166438","0.507915652"
"a13","2.492009666","0.888985777","0.856720929","1.102284631","1.846037114","0.988760638"
"a14","1.538885976","1.451796819","0.668122531","1.353238443","2.239832753","1.164427427"
"a15","1.960137873","1.03472295","0.893753541","1.089094013","1.677195129","1.310166361"
"a16","2.219787973","1.425621783","0.89982754","0.782746287","2.473584246","0.938623335"
"a17","6.357350278","0.18108161","0.250545892","0.243009465","0.739884716","0.246309666"
"a18","1.737472659","0.606248358","0.745782292","0.854709584","0.956963689","0.893305963"
"a19","6.165577997","0.371041349","0.507477466","0.702097418","0.509051825","0.714082707"
"a20","17.95228143","0.063715484","0.108578708","0.117994652","0.117671468","0.099907295"
"a21","9.782439207","0.130345454","0.176131211","0.207217388","0.258038572","0.230545905"
"a22","21.24439487","0.104997479","0.112548263","0.123008737","0.185224526","0.187773688"
"a23","8.75240017","0.289372425","0.326542284","0.351991335","0.293022607","0.20173905"
"a24","8.162882216","0.433123878","0.467218244","0.395130092","0.538129921","0.428623506"
"a25","3.15617134","0.305234241","0.201514833","0.193373441","0.206448371","0.090369889"
"a26","3.782139705","0.615202433","0.592136324","0.59857671","0.546111703","0.351881199"
"a27","2.894390976","0.037524423","0.064201784","0.050556613","0.009621347","0.003091835"
"a28","5.918161781","0.045792231","0.063433979","0.045458369","0.039000818","0.012048455"
"a29","3.606892563","1.500201678","0.860147299","1.692218919","0.724080259","0.898713554"
"a30","8.463759239","1.424205836","0.85055468","1.815570133","1.165926777","0.717700043"
"a31","13.05018011","0.865220739","0.552135916","1.317640762","0.48933353","1.005730838"
"a32","5.850472022","1.282903531","0.682392038","2.022546834","0.539412621","1.169047545"
"a33","12.21101738","1.434943945","0.444126411","0.727725169","0.676587515","0.708147857"
"a34","3.390816232","1.432978372","0.712591331","2.223727359","0.769652572","1.104050192"
"a35","4.865147589","1.423510604","0.098172658","1.20744732","0.738982911","0.562991375"
"a36","1.923293594","0.692328359","1.10082556","0.910957545","1.347111856","0.874143456"
"a37","8.937551025","0.911769034","0.762877787","1.358051719","0.674826715","0.830394735"
"a38","2.887273199","1.208280363","0.736502657","1.129401903","0.807550035","0.837890993"
"a39","3.449878209","1.512634065","0.644215793","1.740390866","1.051639298","1.306123777"
"a40","3.618683643","1.465912933","0.759185459","2.871555598","1.441990916","1.766599314"
"a41","5.420472505","2.004712846","0.526242199","1.522938501","1.013964405","1.033835835"
"a42","6.351267285","1.252642235","0.615902312","0.949137023","0.70473085","0.705948714"
"a43","3.350301743","1.33578535","0.475325546","1.11780609","1.525346793","1.117316609"
"a44","2.891567198","1.276658315","0.509491788","1.651301022","0.809692361","1.69513878"
"a45","4.109579879","1.79992695","0.68991896","3.051830417","1.997573951","1.782107301"
"a46","2.838091631","1.226986426","0.833707483","1.466193439","0.80034275","1.468581673"
"a47","3.635618995","1.467786745","0.462950598","2.724160341","1.641325223","1.240356374"
"a48","3.6460946","1.181890507","0.225979668","1.401418481","2.011773943","1.990227728"
"a49","3.560282574","1.748545437","1.23673871","2.616318808","1.53644398","1.98569004"
"a50","2.571229959","1.639048577","1.02484417","1.4784393","1.181708494","1.434760215"
"a51","3.504641479","2.102968879","0.818496928","3.136375533","1.69322221","1.657690814"
"a52","2.370888645","0.975190057","0.950091542","1.269342893","0.976234615","1.39191527"
"a53","3.111566226","1.68009107","0.304647724","2.555307101","1.34335574","1.504363133"
"a54","6.907459647","0.198963542","0.495339967","0.609337669","0.341709887","0.341386257"
"a55","3.786531164","0.346982675","0.505784953","0.889359001","0.464782134","0.557966224"
"a56","7.737260728","0.29969627","0.352695791","0.527214043","0.205259567","0.277276452"
"a57","10.75019661","0.122645254","0.118119052","0.131325367","0.141724107","0.059710367"
"a58","9.427624991","0.279578652","0.197384634","0.230570257","0.476640127","0.110871417"
"a59","6.048686823","0.300375309","0.157541024","0.139911725","0.185067574","0.07368727"
"a60","5.59347113","1.450566198","0.513590777","0.430212315","0.676780871","0.249849412"
"a61","9.868207073","0.073885944","0.053118389","0.054341592","0.014867037","0.020540986"
"a62","12.4949854","0.079381318","0.089468734","0.128682557","0.092032135","0.012865773"
"a63","2.856483464","0.909417205","0.574489633","0.785687478","1.095659998","0.50649706"
"a64","2.062638045","1.100490069","0.891091719","1.037264733","1.163794295","0.929214902"
"a65","2.546236147","1.081379451","0.847968614","1.090415923","1.219114067","0.891151851"
"a66","5.592501631","0.746095667","0.498838814","0.979875669","0.958019503","0.51445359"
"a67","2.481884372","0.918910823","0.62230322","0.962690622","0.95488768","0.766643022"
"a68","2.241949675","0.874073723","0.552656933","0.841800304","0.978542773","0.523586545"
"a69","2.23172983","1.09374058","0.763473527","0.843266283","0.828555368","0.769515142"
"a70","1.720327715","1.162101204","0.741693222","0.947994931","0.887513557","0.619808774"
"a71","2.322323794","0.955959059","0.703427373","0.827179075","0.91236041","0.772050584"
"a72","2.01754143","1.057198576","0.819608172","0.915983178","1.006515721","0.84746743"
"a73","7.739149247","0.089898131","0.048969047","0.061704882","0.078268639","0.054218755"
"a74","6.713322143","0.385194827","0.249368469","0.289116788","0.406917419","0.236552174"
"a75","2.638509427","1.189211497","0.888399479","1.133985909","1.420210766","0.733652408"
"a76","2.289119227","0.941092082","0.664285492","0.657612766","1.045855518","0.666419793"
"a77","2.193182269","1.087117006","0.612518996","0.873100852","0.871303572","0.70784781"
"a78","2.564146063","0.939285764","0.6105431","0.802163564","0.977009258","0.667638663"
"a79","2.057896045","1.132583185","0.80328227","1.116483286","1.201917757","0.75703005"
"a80","8.00389273","0.298064677","0.422480945","0.561108148","0.506554757","0.383353019"
"a81","7.610624157","0.335946593","0.208080861","0.202382488","0.338353577","0.145036874"
"a82","9.012809386","0.028219054","0.086043327","0.052105761","0.046727325","0.0228548"
"a83","18.7513167","0.078629398","0.101713417","0.1006275","0.120304728","0.105569758"
"a84","11.25274409","0.006069049","0.082825971","0.038847916","0.029881283","0.006114347"
"a85","12.35936101","0.122866958","0.229795115","0.047037456","0.099119712","0.08255753"
"a86","6.754447303","0.576696507","0.517125806","0.870529057","1.014710459","1.059375141"
"a87","2.258438971","0.122369965","1.461845207","0.833513492","1.235338089","0.923969086"
"a88","1.84146984","0.780871304","0.744212492","2.157976721","1.510364649","0.902334531"
"a89","3.959591374","1.055525335","1.541885823","0.460738688","0.506836833","0.276924805"
"a90","4.588371595","0.625629826","0.429317976","0.439815459","0.574051464","0.24780887"
"a91","4.108192587","0.805775356","1.338197429","0.412320491","0.872179429","0.232052797"
"a92","2.638323856","0.646404749","0.763893567","0.521415089","1.170485733","0.399689033"
"a93","2.290738008","1.004396602","2.344687873","0.961903396","0.736618505","0.701342614"
"a94","4.637791022","0.463935806","2.529034522","1.509757943","0.737819907","1.264233425"
"a95","5.797522671","0.603567549","1.152289495","2.330480447","1.841649912","1.03973691"
"a96","5.229012892","0.419278142","1.501596167","2.496603141","1.605144564","1.507495129"
"a97","1.162009202","0.444667231","0.864912741","0.870634749","0.574549602","0.393830536"
"a98","0.162115629","0.43070813","1.075964676","1.345071294","0.467915817","0.341575334"
"a99","1.651559859","1.968291087","0.364171004","2.139582896","0.873595541","0.283546796"
"a100","1.294427784","1.279058544","0.276078178","0.703828283","0.966398317","0.943142187"
"a101","1.960332002","1.507592211","0.461453815","1.004395589","0.754175628","0.726774822"
"a102","2.511571044","0.942076493","0.668023787","0.864953311","0.503628843","1.356567106"
"a103","2.870837212","1.60934575","0.723966821","1.668133392","2.443389379","0.68610049"
"a104","5.815057047","1.264913269","0.602402203","0.868333512","1.492800753","0.656180391"
"a105","4.463426289","0.896319722","0.659401159","0.618026447","1.724582272","0.525936634"
"a106","3.10623353","0.682406214","0.232681645","0.774860213","1.980148301","0.381093357"
"a107","3.822729157","0.961107449","0.454637846","1.032705777","2.265205859","0.83446448"
"a108","4.926909601","0.647228636","0.714336933","0.443065882","2.197439015","1.731494815"
"a109","5.031267024","1.09904382","0.793586939","0.531636298","2.55323403","0.763315466"
"a110","4.987301713","0.961809581","0.069170764","1.450686945","1.745834368","1.029669389"
"a111","5.414711753","0.940377444","0.218079385","1.204961175","1.112328365","0.955887857"
"a112","3.132981158","0.878582315","0.381010999","0.872557181","1.353522644","0.999087373"
"a113","6.890645295","0.477303562","0.685542007","1.552987995","0.89470954","0.401335847"
"a114","4.893748078","0.703012051","0.906700311","1.2854806","0.294702701","0.369050064"
"a115","3.502390711","0.647301848","0.412838339","1.035981652","0.413373142","0.366881202"
"a116","2.726867361","1.507408184","0.227063535","2.441209423","1.135472527","0.739613543"
"a117","2.174586809","1.289567164","1.046025686","7.140164321","1.831153822","0.979515351"
"a118","2.107457754","0.987984709","1.329106636","2.861618365","0.858926344","1.46164778"
"a119","2.02970966","2.023189791","1.533173296","2.083781952","0.942024787","0.780921295"
"a120","2.192371249","1.412373538","0.689637308","2.199031468","1.211649856","0.78890479"
"a121","1.106963114","1.316821097","0.524220666","0.930564104","1.386904088","1.729263378"
"a122","4.226353131","0.714708297","0.286135498","0.701604326","1.25988082","0.387745863"
"a123","0.094208211","0.321258307","0.185602432","0.484351307","0.077538564","0.660733282"
"a124","1.581555223","2.413530081","1.411004189","0.57702416","0.688163981","1.240499857"
"a125","2.146687083","0.95804947","0.834433562","0.738845474","0.994575316","0.953934939"
"a126","1.167729815","0.795651923","0.748724698","0.427715942","0.579039134","2.98075421"
"a127","1.861741479","0.666542514","0.841884095","0.479894901","0.492141417","2.875729761"
"a128","2.078832701","0.909880786","0.244357021","0.485892489","0.792713047","0.91414712"
"a129","1.377457543","0.465570102","0.320855476","0.407135713","0.615800776","0.214883671"
"a130","2.944902366","0.687672618","1.529412893","0.869360441","0.358957599","1.08220845"
"a131","3.624848613","1.186808514","1.27922799","0.953136564","0.55504882","0.740037433"
"a132","2.184396115","1.522518137","0.338263848","0.925654345","0.984987193","1.592369198"
"a133","2.179223649","1.569070169","0.511188495","1.092210211","0.741977891","1.885122097"
"a134","6.449473751","0.333786729","0.149896137","0.46089404","0.284683421","0.14883161"
"a135","4.290092806","0.411572969","0.128457908","0.526668153","0.404673414","0.350344399"
"a136","2.430403413","1.424113696","1.17611214","1.087938515","2.358068854","0.657704121"
"a137","4.351091411","1.745516201","0.609209786","1.202312713","3.12347329","1.213387294"
"a138","2.715929707","1.283766427","0.380495684","1.513007567","1.971728054","1.432253239"
"a139","3.367789096","2.374026528","0.9504417","0.786161994","2.309098573","1.691019201"
"a140","3.378994973","1.794951035","1.017073598","0.719237152","1.98601324","1.128034522"
"a141","3.775052985","1.443769519","1.250692268","1.514989506","1.498496491","1.292671946"
"a142","3.269141526","1.171316903","1.018102881","1.052279509","1.970385804","0.796628811"
"a143","4.55207707","1.184922177","0.62400396","0.689755075","1.339963146","1.047212346"
"a144","2.476943768","1.209410981","0.929816735","0.613800704","1.611623785","0.589635033"
"a145","4.830508513","1.69386897","1.208870096","0.616964761","1.611430159","1.090407134"
"a146","2.423624109","1.122699577","1.262636335","0.903919646","2.28552131","0.848770395"
"a147","2.854053489","1.052817662","1.194191097","1.112933095","1.446185291","0.135170366"
"a148","5.02636012","1.581557781","0.935543215","1.526902602","2.068005064","1.337845012"
"a149","4.484986855","1.69699596","2.744772383","0.373115328","1.301009617","0.161247071"
"a150","3.012831086","3.079811024","0.458886622","1.362686801","2.51688687","1.091114398"
"a151","3.171288655","1.900423956","0.930780643","0.670256049","1.583188326","1.048471841"
"a152","2.96475867","2.210780886","0.664549376","1.111475876","2.789800051","1.091241341"
"a153","1.971034643","3.389858654","0.708144637","1.191014259","2.109708655","1.007401257"
"a154","1.859086733","1.822294468","0.626971693","1.053229683","1.746793486","0.793550436"
"a155","1.789220997","1.74927563","0.481791077","1.106708137","1.285771578","0.890504621"
"a156","2.428348906","2.566425564","0.700204107","1.48174524","2.678398112","1.856682665"
"a157","2.489866216","2.025036884","0.776360172","0.885616478","2.216090442","1.035401569"
"a158","2.509842013","1.878765909","0.685916055","0.848293737","1.803928595","1.045394864"
"a159","2.75595816","1.776809682","0.618964962","0.953646358","1.849173479","1.160058496"
"a160","4.46905559","1.794522235","1.051766807","0.74574615","2.013288381","0.834323217"
"a161","2.782211738","1.855608502","0.821062966","0.905458911","2.127520804","0.948938382"
"a162","3.230868029","1.935458752","0.803506343","0.714610342","1.831320594","1.021103716"
"a163","3.075653549","1.933636519","0.725079636","0.904049005","1.696447675","0.896036583"
"a164","5.14458918","2.07432995","0.926841219","1.024583964","1.856850232","0.968250491"
"a165","4.077232768","1.442964389","0.506925379","0.723797799","1.524187474","0.985104856"
"a166","5.628150545","1.561448599","0.95431709","0.774082061","2.267487561","0.926940881"
"a167","2.477830653","1.859339227","0.794666249","0.839566796","1.790669171","0.693276877"
"a168","2.790812854","2.542968648","0.963291318","0.706276109","2.034650019","1.136711588"
"a169","2.381767093","1.469488037","0.854975253","0.845616727","1.568947648","0.883094038"
"a170","10.649983","1.670127715","0.613271701","1.132321295","1.715241961","0.923914689"
"a171","5.484631554","1.616522709","0.891617418","0.945221409","2.208011748","0.99156387"
"a172","2.854301809","1.454825475","0.980063452","0.689519155","1.831897778","0.983236389"
"a173","1.152634604","0.952505794","0.862530058","0.379394974","1.004392705","0.568491845"
"a174","2.390112115","1.465852999","0.46745623","1.234329407","3.697770592","1.50342772"
"a175","2.504312692","1.199637976","1.075638792","1.265702052","2.103022596","1.568365783"
"a176","5.488891892","2.477520219","0.467545329","0.906791954","2.412095544","1.054154033"
"a177","2.553827926","1.904300841","0.51185137","1.862742123","1.935201397","0.686454645"
"a178","2.94701365","2.494775119","0.839441318","1.208263682","2.986689901","1.186085415"
"a179","3.540087388","1.112498304","1.661058657","0.868672556","2.699810778","1.506341792"
"a180","1.69210108","1.43989756","0.624480266","1.024052093","1.965416998","1.160355977"
"a181","2.595010372","0.94425244","0.632795863","1.05210788","1.490766277","1.073900955"
"a182","3.971074719","2.150644621","1.023837386","2.013327882","2.239521375","0.917373014"
"a183","2.766364991","1.72666597","0.685601091","0.798083572","1.447041617","0.891046025"
"a184","3.781172845","1.367922574","2.819563608","1.367337434","1.490414224","0.658834261"
"a185","3.104353457","2.182653027","0.839928406","0.938140921","2.594502778","1.293426099"
"a186","2.857724521","1.29829837","0.555840904","0.91284524","1.645952216","1.17817883"
"a187","6.054626264","3.16420967","0.665531713","0.925170865","2.572119121","1.228687556"
"a188","2.882134192","2.241366191","0.62882056","0.899159776","1.835983637","1.08759227"
"a189","5.836342719","2.085963707","0.60857778","0.968012623","2.575055124","1.420918697"
"a190","3.327911271","3.51573369","0.562730115","1.152128995","2.216433765","1.310089463"
"a191","5.787107226","1.548203225","0.967301439","0.924112176","2.060208611","1.188089255"
"a192","1.571621216","1.324910097","0.73915055","0.939423552","1.698608642","0.799427716"
"a193","3.737407076","1.626038647","0.795429523","1.167409552","2.114909026","1.137564374"
"a194","9.193223186","2.262254232","0.633689054","1.306390502","4.459694529","1.157892111"
"a195","2.836446173","1.960728709","0.863983708","0.924490371","2.131562487","1.106694675"
"a196","1.896328332","1.302258301","0.77939901","0.915881719","1.677660923","0.461730832"
"a197","2.11404253","1.347865589","0.496425944","0.954517587","1.605694854","1.098112705"
"a198","2.06123214","1.094151376","0.601562185","0.869908996","1.492052728","1.237363166"
"a199","4.144655693","1.886082462","0.929601846","1.128059333","2.500517487","0.859472933"
"a200","1.953019913","1.157277205","0.717918128","0.893161236","1.17560304","0.776234319"
"a201","3.443300503","1.530056178","0.962909657","1.186169725","1.804431332","0.891333682"
"a202","3.142202406","1.793596771","0.838125195","1.055282462","1.736863231","1.348825764"
"a203","2.08676625","1.529992044","0.654072114","0.879754948","1.022052636","0.882104082"
"a204","4.272156503","2.598514805","1.025568851","1.099926727","2.45810248","1.386272142"
"a205","4.909490599","1.866271525","0.854528683","0.849304185","1.722445915","1.029156912"
"a206","2.337438546","1.618521333","0.86400082","0.795535801","0.992773905","0.732832619"
"a207","4.247472111","1.715108788","0.76311916","1.014270889","1.646890273","0.976227197"
"a208","4.658749956","1.758651938","0.83985444","1.018412744","1.676421427","1.035056974"
"a209","3.471197995","1.75550131","0.790978023","1.029098056","1.745515351","1.03483248"
"a210","1.481774623","1.157320879","0.601132836","0.923626536","1.017754561","0.670907122"
"a211","2.525384721","1.440725005","0.967259723","1.071696497","2.057954386","1.217796768"
"a212","2.12763186","1.601813427","0.690052422","0.748526736","1.593134131","0.967792403"
"a213","1.681511788","1.956207806","0.710103722","0.841137403","1.778842024","1.002754629"
"a214","6.6702719","1.965858884","0.577979888","0.76505047","1.584865481","1.423862981"
"a215","2.993196884","0.984473551","1.332413807","0.610661651","1.609901323","0.989847763"
"a216","7.159025165","1.89013978","0.668353532","0.7553177","1.612922877","1.474719538"
"a217","3.12930687","1.675316212","0.636265248","0.674579042","1.573098485","1.15842842"
"a218","1.594129356","1.665560459","0.484931996","0.659561703","1.287829724","1.063856789"
"a219","2.436970154","2.158818634","0.683978961","0.795182109","2.374037001","2.278806141"
"a220","2.803864076","1.795685846","0.587206775","1.081903481","2.570207133","1.9128303"
"a221","1.872876155","1.356637601","0.529556234","0.89788521","1.612180879","1.62952649"
"a222","4.82489206","2.654275493","0.454535088","1.352381825","2.931663802","2.242512955"
"a223","3.908364165","1.263055638","0.497110255","0.809931167","2.277136556","1.36181423"
"a224","2.840274467","2.354755137","0.507826149","1.11186153","2.245772382","1.59949339"
"a225","1.907055514","1.555511298","0.393777656","1.224551903","1.566880592","1.329463425"
"a226","3.420132952","2.04078754","0.581800498","0.799938787","2.808980433","1.771264355"
"a227","2.011750928","1.605380065","0.795802921","1.834410815","2.195515967","2.129586614"
"a228","1.205103631","0.158312089","0.935545813","0.567534803","1.141073503","1.136649951"
"a229","2.594039443","1.935587855","0.207871496","1.763956848","2.517881915","2.532901699"
"a230","4.26556193","1.344752098","0.795322372","1.401399987","2.33464099","1.719188511"
"a231","2.136955775","0.86691903","0.738169431","0.694145837","1.013011831","0.56411707"
"a232","5.678353996","1.765548897","1.029484108","1.237831786","2.077776428","1.665459981"
"a233","3.129347768","1.012097398","1.781407003","0.981340004","2.323229243","1.100994427"
"a234","2.26782028","1.273944436","1.41983397","0.91706603","3.469009859","0.988593955"
"a235","2.720836316","1.457324351","0.678043751","1.009778112","1.23742841","1.385021505"
"a236","2.324288495","1.578374597","0.499823827","1.211192189","1.551658248","1.356108784"
"a237","2.652107289","2.095089255","0.68644041","1.442562062","1.944940043","1.76129685"
"a238","2.992355086","1.559802564","0.728299187","1.156746563","1.377442039","1.281831764"
"a239","3.298186654","1.598369767","0.580390527","0.894651787","0.987040672","1.223907359"
"a240","3.404786259","1.841444673","0.866486871","1.080742477","1.23573339","1.552774616"
"a241","5.236106153","2.751114754","0.602768653","1.506186318","1.772630907","1.862310767"
"a242","5.840562133","5.348005778","0.428088654","1.432918036","3.298952739","2.334080936"
"a243","4.08474794","2.888928866","0.535251461","1.10386689","2.297128573","1.479315941"
"a244","6.106143093","1.728513652","0.73611356","0.823562763","1.711736558","1.218960132"
"a245","1.56492217","1.395682502","1.033362318","0.857467297","1.165536779","1.294597096"
"a246","5.834379117","4.198587726","0.569298122","1.648958844","2.580581268","3.019800915"
"a247","1.242035581","5.202240888","0.799033826","1.487654689","2.03150444","1.905952425"
"a248","1.71130414","2.089731068","0.611929377","0.806804936","1.507440426","1.169482694"
"a249","5.626972598","3.391434173","0.687986946","2.586184822","5.098905421","3.458547068"
"a250","2.712130916","1.803673615","0.442295448","1.217711029","2.539853559","1.144027802"
"a251","1.41232215","1.884221414","0.68549551","0.809052028","1.635452927","1.400845027"
"a252","2.721193379","1.251641316","1.204868567","1.691553263","1.332909211","1.751185937"
"a253","2.550487851","1.545279745","1.547381643","1.154374987","2.087115211","2.319882666"
"a254","2.05959601","0.743330591","0.777375795","1.072997715","1.322373431","1.150183924"
"a255","2.025287485","1.035789589","0.525679701","0.867905665","1.180886563","1.138599492"
"a256","2.239624711","1.091046443","0.57303224","0.867525494","1.37544496","1.08770755"
"a257","4.730334545","1.65789541","0.778272459","0.913179741","1.780655693","1.294439568"
"a258","2.551775112","1.424459393","0.594887846","0.634308258","1.038449056","1.159468234"
"a259","2.69678191","1.089353623","0.487333172","0.747775382","1.02082678","0.952330675"
"a260","3.272234558","2.286813405","0.39244448","1.231740195","2.237489683","1.32555207"
"a261","2.236591806","1.335482958","0.723429348","0.846075343","2.185405023","1.662499507"
"a262","4.009087969","2.052644842","0.545480143","1.131196652","2.862523096","1.608589281"
"a263","1.833850156","1.14278774","0.674370427","0.621003333","1.370531845","0.870577099"
"a264","4.251339528","1.667229853","0.576994362","1.042204152","1.837402182","1.169573921"
"a265","2.627529844","1.321406574","0.713169757","0.699648668","1.263699954","1.014201551"
"a266","1.993652176","1.255810101","0.702087619","0.820097484","1.406452779","0.994618757"
"a267","1.588063018","1.078464817","0.666533893","0.626087047","1.061801965","0.973458393"
"a268","3.203121845","4.587563009","0.37610261","1.208319815","3.321217069","1.420022133"
"a269","3.359389757","2.632818387","0.57208104","0.776449138","3.104724535","1.982608864"
"a270","2.079678592","1.466611836","0.567713914","0.788403908","1.306582218","0.986798697"
"a271","2.54481851","2.085536005","0.702483732","0.783626117","2.531301054","2.087843374"
"a272","1.225954743","1.169633282","0.483136915","0.449487465","1.091766706","0.715413576"
"a273","4.05981106","1.887058181","0.44589634","0.593906314","1.455915159","1.087086944"
